${name}_joint1,-3.05,3.05,60,1.5
${name}_joint2,-1.570796327,1.570796327,60,1.5
${name}_joint3,-3.05,3.05,30,1.5
${name}_joint4,-2.1,2.1,30,1.5
${name}_joint5,-3.05,3.05,10,1.5
${name}_joint6,-0.785398163,0.785398163,10,1.5
${name}_joint7,-1.4,1.4,10,1.5
